CustomerID;SalesOrderNumber;SalesAmount;OrderDate
24247;SO50161;2181.5625;2019-10-24
13043;SO56024;88.98;2020-04-11
23983;SO58286;1195.47;2020-05-19
19620;SO59811;1700.99;2020-06-09
20600;SO62383;2478.34;2020-07-18
20591;SO53382;69.97;2020-02-26
28829;SO44804;3578.27;2018-05-31
11592;SO57845;2297.28;2020-05-12
20216;SO59459;1760.47;2020-06-04
14914;SO69058;893.47;2020-10-24
13400;SO70292;2386.94;2020-11-07
16642;SO71583;39.98;2020-11-26
19892;SO56954;1155.48;2020-04-28
13525;SO58338;2535.81;2020-05-20
23652;SO63864;1725.98;2020-08-08
24853;SO64408;39.98;2020-08-17
16335;SO66908;36.96;2020-09-23
13878;SO73158;2366.96;2020-12-15
28164;SO44193;3578.27;2018-03-14
19479;SO50055;1000.4375;2019-10-14
20341;SO62971;56.97;2020-07-28
29223;SO63871;777.34;2020-08-08
26784;SO54595;88.97;2020-03-18
20166;SO55733;1184.46;2020-04-05
21899;SO68069;2482.23;2020-10-09
16113;SO68249;2391.95;2020-10-12
25534;SO64209;4.99;2020-08-14
21496;SO53206;14.98;2020-02-23
19575;SO53983;23.78;2020-03-07
23325;SO62694;553.97;2020-07-23
23082;SO63808;603.49;2020-08-07
14647;SO64835;889.47;2020-08-23
11168;SO70924;777.34;2020-11-16
28014;SO43950;3578.27;2018-02-04
15525;SO49189;782.99;2019-08-01
24598;SO50834;2443.35;2019-12-04
19786;SO57739;2443.35;2020-05-09
11520;SO60635;8.99;2020-06-22
21947;SO47618;2181.5625;2019-03-23
15578;SO50483;2071.4196;2019-11-10
20146;SO52816;3.99;2020-02-15
29047;SO62966;51.46;2020-07-28
21009;SO72383;39.98;2020-12-05
14915;SO46470;699.0982;2018-12-10
12852;SO50843;2049.0982;2019-12-05
12300;SO58251;2319.99;2020-05-19
15687;SO60528;2304.98;2020-06-20
21694;SO66337;49.97;2020-09-14
18376;SO73233;2369.97;2020-12-16
26296;SO73848;1283.82;2020-12-24
21216;SO46766;2443.35;2019-01-08
19440;SO53082;2492.32;2020-02-21
23753;SO56756;1193.45;2020-04-24
20024;SO57238;1155.48;2020-04-30
28351;SO62470;574.98;2020-07-19
18417;SO63521;39.98;2020-08-03
12484;SO64689;2391.94;2020-08-21
26302;SO73165;1308.31;2020-12-15
17288;SO44277;3578.27;2018-03-30
21064;SO54767;553.97;2020-03-20
15404;SO64038;2331.95;2020-08-11
17914;SO44446;3578.27;2018-04-25
16031;SO50822;2049.0982;2019-12-03
11431;SO67142;1749.96;2020-09-27
28419;SO45158;3399.99;2018-07-15
20998;SO46909;2181.5625;2019-01-26
26849;SO57455;38.98;2020-05-04
17025;SO62227;1709.98;2020-07-15
24407;SO70689;71.58;2020-11-13
20983;SO46494;3578.27;2018-12-15
11091;SO55572;38.88;2020-04-03
19154;SO73598;69.99;2020-12-21
19725;SO54765;1179.97;2020-03-20
23977;SO63465;123.96;2020-08-02
17440;SO63903;4.99;2020-08-09
13029;SO62067;779.48;2020-07-13
23199;SO62252;45.22;2020-07-16
19750;SO65977;39.98;2020-09-08
19997;SO69702;2439.99;2020-10-30
18774;SO75048;132.97;2021-01-26
15702;SO46769;2181.5625;2019-01-09
16252;SO47812;2181.5625;2019-04-11
13970;SO48874;2049.0982;2019-07-09
12051;SO53230;39.99;2020-02-23
11740;SO53997;197.88;2020-03-07
26337;SO56769;29.98;2020-04-25
11200;SO73353;39.98;2020-12-18
14037;SO47613;1000.4375;2019-03-23
21943;SO47617;2181.5625;2019-03-23
28948;SO53709;2419.06;2020-03-01
21263;SO59601;4.99;2020-06-06
20760;SO70050;7.28;2020-11-04
23840;SO71335;539.99;2020-11-22
18618;SO74902;32.28;2021-01-21
15645;SO50398;2049.0982;2019-11-02
26054;SO55403;24.99;2020-03-31
14970;SO71652;69.99;2020-11-27
18697;SO51281;1700.99;2020-01-03
13641;SO59652;27.28;2020-06-07
13674;SO57507;148.47;2020-05-05
23907;SO57529;1120.49;2020-05-05
22295;SO60753;600.46;2020-06-23
17403;SO65371;2322.28;2020-08-29
23680;SO69013;539.99;2020-10-23
20035;SO46588;3374.99;2018-12-26
26691;SO52978;28.99;2020-02-19
19820;SO56478;1155.48;2020-04-19
20301;SO58503;69.99;2020-05-23
27362;SO59463;624.46;2020-06-04
14805;SO60664;101.46;2020-06-22
17809;SO61570;205.26;2020-07-05
27958;SO73217;38.98;2020-12-16
23198;SO55470;34.98;2020-04-01
25059;SO57296;2462.55;2020-05-01
24065;SO64726;1170.48;2020-08-21
13555;SO67640;571.72;2020-10-02
21109;SO70553;39.98;2020-11-11
21081;SO72031;21.49;2020-11-30
25146;SO52062;1223.84;2020-01-31
13378;SO57356;2340.94;2020-05-02
14477;SO62925;2341.97;2020-07-27
15285;SO54499;39.98;2020-03-16
20274;SO63446;69.99;2020-08-02
28622;SO64259;88.46;2020-08-15
12916;SO68778;42.28;2020-10-20
27441;SO52346;78.98;2020-02-06
16743;SO55225;2492.32;2020-03-29
14970;SO57819;88.97;2020-05-11
17375;SO74309;21.98;2021-01-03
11044;SO44073;3374.99;2018-02-28
26499;SO48193;2071.4196;2019-05-17
29414;SO49384;2071.4196;2019-08-20
15881;SO54085;564.99;2020-03-08
20461;SO59240;2492.32;2020-06-01
22746;SO62304;40.23;2020-07-17
24377;SO69848;1763.97;2020-11-01
18675;SO56201;128.97;2020-04-14
16847;SO60144;132.97;2020-06-14
12291;SO54427;1174.48;2020-03-14
23157;SO64263;69.97;2020-08-15
20654;SO64372;1170.48;2020-08-16
15702;SO65558;2406;2020-09-01
16717;SO66526;74.46;2020-09-17
12895;SO72147;68.97;2020-12-02
15312;SO47530;782.99;2019-03-11
22398;SO51671;539.99;2020-01-26
14941;SO71571;2500.97;2020-11-26
17924;SO68664;1155.48;2020-10-18
28761;SO44592;3578.27;2018-05-05
29169;SO45121;3578.27;2018-07-09
11584;SO66474;8.99;2020-09-16
23759;SO51572;2475.95;2020-01-21
25052;SO61161;1155.48;2020-06-29
13118;SO73336;1249.84;2020-12-17
16639;SO43952;3578.27;2018-02-04
11489;SO46011;3374.99;2018-10-28
13387;SO69911;2337.27;2020-11-02
18528;SO72406;2381.94;2020-12-05
26958;SO73775;1732.26;2020-12-23
11820;SO52485;60.47;2020-02-09
26767;SO55023;548.98;2020-03-25
15294;SO56625;59.98;2020-04-22
21460;SO62599;14.98;2020-07-22
24290;SO62647;32.6;2020-07-23
22451;SO66567;1709.98;2020-09-18
17719;SO74831;38.98;2021-01-19
19640;SO75005;27.77;2021-01-25
19298;SO50646;1000.4375;2019-11-27
13790;SO52168;819.48;2020-02-03
11768;SO53865;2319.99;2020-03-04
18255;SO63347;2488.93;2020-07-31
14923;SO69279;15.23;2020-10-27
11287;SO72148;29.99;2020-12-02
25963;SO74314;24.99;2021-01-03
14100;SO69567;27.28;2020-10-29
18143;SO45852;699.0982;2018-10-05
21228;SO65377;1754.98;2020-08-29
15517;SO48811;782.99;2019-07-01
18174;SO51997;7.28;2020-01-30
24725;SO57495;38.88;2020-05-05
23848;SO69858;561.48;2020-11-01
17627;SO48402;2181.5625;2019-05-30
21652;SO50337;2049.0982;2019-10-29
14321;SO70753;27.28;2020-11-14
16725;SO72673;13.98;2020-12-09
13491;SO74648;121.45;2021-01-13
18244;SO44688;3578.27;2018-05-20
18699;SO52060;1729.97;2020-01-31
19654;SO61129;78.98;2020-06-29
11489;SO53978;2359.46;2020-03-07
20833;SO59339;1120.49;2020-06-02
26105;SO59996;40.22;2020-06-12
15138;SO69164;88.46;2020-10-26
27857;SO54410;39.98;2020-03-14
19704;SO62868;1143.46;2020-07-26
17607;SO65416;54.98;2020-08-30
28894;SO71534;59.98;2020-11-25
19131;SO72934;1725.48;2020-12-12
13129;SO48621;2049.0982;2019-06-18
20940;SO52647;38.98;2020-02-12
25659;SO56375;567.76;2020-04-17
11648;SO65100;53.99;2020-08-28
27762;SO70245;574.98;2020-11-06
15134;SO50149;2071.4196;2019-10-23
25003;SO60269;49.48;2020-06-16
19599;SO60500;1700.99;2020-06-19
15942;SO61745;69.99;2020-07-08
24576;SO61941;89.97;2020-07-11
18815;SO66720;69.99;2020-09-20
24509;SO70265;34.89;2020-11-07
11300;SO73197;41.93;2020-12-16
15661;SO46441;3578.27;2018-12-06
22989;SO58090;69.97;2020-05-16
13257;SO58141;2403.96;2020-05-17
16053;SO59509;828.47;2020-06-05
28889;SO64278;12.94;2020-08-15
12547;SO67497;2319.99;2020-10-01
22248;SO72115;1134.47;2020-12-01
24433;SO51654;2442.54;2020-01-25
29082;SO61312;742.35;2020-06-30
14658;SO70113;22.93;2020-11-05
23276;SO61961;2393.06;2020-07-11
21142;SO73672;77.92;2020-12-22
14891;SO46222;699.0982;2018-11-13
20586;SO58870;24.99;2020-05-29
24595;SO55616;61.96;2020-04-04
12298;SO56021;2414.45;2020-04-11
12024;SO64418;74.98;2020-08-17
16552;SO48808;2443.35;2019-07-01
24447;SO53914;751.34;2020-03-05
12645;SO56188;2357.28;2020-04-14
14192;SO63505;2487.33;2020-08-03
15540;SO49399;782.99;2019-08-23
24457;SO60165;1174.48;2020-06-14
24703;SO55648;4.99;2020-04-04
14101;SO64176;791.32;2020-08-13
17623;SO70135;2326.96;2020-11-05
13197;SO70497;50.23;2020-11-10
21874;SO47587;2181.5625;2019-03-18
20227;SO60685;2475.95;2020-06-22
14259;SO66370;742.35;2020-09-14
19015;SO54614;94.46;2020-03-18
14372;SO59936;24.27;2020-06-11
15919;SO73832;13.98;2020-12-24
12007;SO46449;3399.99;2018-12-07
12683;SO47253;2071.4196;2019-02-18
13849;SO51396;902.98;2020-01-10
23869;SO54154;34.98;2020-03-10
18373;SO68337;1763.97;2020-10-13
12053;SO52011;2394.97;2020-01-30
11516;SO60292;2337.27;2020-06-16
11439;SO54095;777.34;2020-03-08
25383;SO56012;1228.83;2020-04-10
13170;SO56736;110.96;2020-04-24
17284;SO63439;58.98;2020-08-02
16866;SO68324;2444.45;2020-10-13
14158;SO68748;2398.47;2020-10-20
14660;SO45191;699.0982;2018-07-19
24009;SO49573;2181.5625;2019-08-30
11384;SO63468;48.97;2020-08-02
17748;SO64341;32.28;2020-08-16
15690;SO68852;39.98;2020-10-21
14681;SO70164;777.34;2020-11-05
13007;SO47776;2071.4196;2019-04-05
15365;SO48221;782.99;2019-05-21
21159;SO53031;74.46;2020-02-20
28918;SO53163;23.78;2020-02-22
13523;SO58482;34.99;2020-05-23
26636;SO62833;36.27;2020-07-26
25316;SO63723;4.99;2020-08-06
19773;SO58341;2478.34;2020-05-20
15699;SO64049;2483.03;2020-08-11
28177;SO45470;3578.27;2018-08-22
15152;SO49955;2049.0982;2019-10-04
23600;SO54351;6.28;2020-03-13
13267;SO58722;4.99;2020-05-27
11161;SO59239;54.97;2020-06-01
26146;SO72859;69.99;2020-12-12
22371;SO62967;39.98;2020-07-28
24294;SO66220;45.58;2020-09-12
17513;SO44455;3578.27;2018-04-26
12088;SO73941;58.98;2020-12-26
26614;SO48594;2049.0982;2019-06-16
16684;SO72062;579.97;2020-12-01
27678;SO44008;3578.27;2018-02-17
15117;SO46855;2181.5625;2019-01-19
11643;SO56574;89.98;2020-04-21
13875;SO74989;24.27;2021-01-24
15816;SO55194;36.59;2020-03-29
24049;SO65677;574.98;2020-09-03
20332;SO66168;78.98;2020-09-11
12517;SO68714;8.99;2020-10-19
15047;SO45187;3578.27;2018-07-19
28832;SO47121;2181.5625;2019-02-04
18574;SO55201;39.98;2020-03-29
25846;SO66453;64.97;2020-09-16
15287;SO47322;782.99;2019-02-25
12553;SO57825;9.99;2020-05-11
18285;SO64461;71.58;2020-08-18
15038;SO65005;1700.99;2020-08-26
16740;SO43928;3578.27;2018-01-31
19229;SO69272;123.98;2020-10-27
28550;SO70551;123.98;2020-11-11
25452;SO70857;2384.07;2020-11-15
11211;SO54674;53.99;2020-03-19
11619;SO57324;64.97;2020-05-02
26230;SO68064;2398.05;2020-10-09
29156;SO45207;3578.27;2018-07-22
28410;SO53040;60.47;2020-02-20
26523;SO68641;49.48;2020-10-18
11185;SO69671;64.97;2020-10-30
20996;SO46434;3578.27;2018-12-05
25231;SO50912;1000.4375;2019-12-11
16295;SO54561;138.45;2020-03-17
13440;SO63740;2438.06;2020-08-06
24007;SO64660;599.47;2020-08-20
28449;SO45372;3374.99;2018-08-05
14602;SO61635;2451.44;2020-07-06
17807;SO67524;73.96;2020-10-01
21219;SO47277;2181.5625;2019-02-21
26153;SO65544;1174.48;2020-09-01
13649;SO73179;2393.06;2020-12-15
14568;SO55844;54.96;2020-04-07
18793;SO71430;30.48;2020-11-24
18239;SO44718;3578.27;2018-05-26
20569;SO46150;699.0982;2018-11-03
20712;SO47243;782.99;2019-02-17
13438;SO47472;2181.5625;2019-03-02
11004;SO57293;2419.06;2020-05-01
12920;SO66127;56.98;2020-09-10
24856;SO68056;27.77;2020-10-09
25499;SO72226;38.98;2020-12-03
26788;SO52226;36.27;2020-02-04
19084;SO55801;2514.93;2020-04-06
26484;SO56325;742.35;2020-04-16
11481;SO56594;553.97;2020-04-21
28781;SO63633;2.29;2020-08-05
19318;SO48805;782.99;2019-07-01
18811;SO53152;69.99;2020-02-22
11904;SO55084;2395.45;2020-03-26
21184;SO65026;74.98;2020-08-27
18302;SO45001;3578.27;2018-06-25
14112;SO48111;1000.4375;2019-05-04
14920;SO56458;4.99;2020-04-19
26942;SO60829;588.96;2020-06-24
19662;SO62801;75.97;2020-07-25
13432;SO55124;56.97;2020-03-27
13161;SO71186;2341.97;2020-11-20
22772;SO54906;4.99;2020-03-23
20084;SO71974;24.27;2020-11-29
24134;SO73295;4.99;2020-12-17
13161;SO46772;2181.5625;2019-01-09
14101;SO49440;2049.0982;2019-08-27
29209;SO53373;39.98;2020-02-26
11250;SO63748;589.96;2020-08-06
29237;SO64109;777.34;2020-08-12
13184;SO72190;120;2020-12-03
17550;SO73447;4.99;2020-12-19
16493;SO73504;618.98;2020-12-20
11176;SO53666;120;2020-03-01
13205;SO56584;2359.97;2020-04-21
26886;SO60623;553.97;2020-06-21
19494;SO68370;6.28;2020-10-14
23580;SO53303;69.97;2020-02-25
13631;SO62622;2369.97;2020-07-22
23399;SO65387;561.48;2020-08-29
18363;SO73575;1700.99;2020-12-20
20970;SO50415;782.99;2019-11-04
25760;SO55612;567.76;2020-04-03
12993;SO57794;27.28;2020-05-11
22376;SO60140;29.99;2020-06-14
23176;SO61167;539.99;2020-06-29
18136;SO66030;2329.98;2020-09-09
28378;SO73604;38.88;2020-12-21
29244;SO74423;31.27;2021-01-06
26674;SO62355;68.97;2020-07-18
27758;SO54996;69.99;2020-03-25
13779;SO56388;881.44;2020-04-18
17541;SO59098;4.99;2020-05-30
11108;SO51215;2329.99;2019-12-30
17976;SO52064;1264.84;2020-01-31
11215;SO62396;34.99;2020-07-19
25639;SO68604;1228.83;2020-10-17
16128;SO73002;539.99;2020-12-13
25097;SO52721;1268.84;2020-02-13
14334;SO57888;848.47;2020-05-12
24559;SO67448;6.28;2020-09-30
19464;SO68584;58.98;2020-10-17
17139;SO70297;2309.97;2020-11-07
16106;SO74632;23.97;2021-01-13
11072;SO44323;3399.99;2018-03-31
25875;SO47223;2443.35;2019-02-16
24582;SO59993;2466.32;2020-06-12
17577;SO62195;39.98;2020-07-15
23462;SO68670;567.76;2020-10-18
20034;SO46241;3399.99;2018-11-15
28697;SO65136;2452.04;2020-08-28
16213;SO68237;71.97;2020-10-12
15836;SO68364;7.28;2020-10-14
25447;SO69719;1164.47;2020-10-30
16649;SO73741;69.99;2020-12-23
17285;SO44205;3578.27;2018-03-16
16361;SO54233;2514.93;2020-03-11
22374;SO55136;600.46;2020-03-27
22610;SO59478;574.98;2020-06-04
17784;SO60391;1709.98;2020-06-18
11400;SO62451;1273.83;2020-07-19
28522;SO67079;1197.97;2020-09-25
22851;SO72167;2451.3;2020-12-02
18484;SO44857;3578.27;2018-06-07
29324;SO55564;38.98;2020-04-03
26541;SO58260;24.99;2020-05-19
22983;SO62554;7.28;2020-07-21
20122;SO70622;128.97;2020-11-12
23844;SO71478;563.77;2020-11-24
22807;SO74609;71.94;2021-01-12
13050;SO47888;2071.4196;2019-04-19
17750;SO56442;706.97;2020-04-19
23534;SO62137;1735.98;2020-07-14
17972;SO50069;2181.5625;2019-10-15
28981;SO54608;27.28;2020-03-18
15760;SO61287;68.97;2020-06-30
26035;SO62402;88.98;2020-07-19
24542;SO72225;123.99;2020-12-03
14707;SO52642;37.29;2020-02-12
29477;SO60449;2428.05;2020-06-18
18358;SO55992;39.98;2020-04-10
11841;SO68420;101.95;2020-10-15
26114;SO63741;2453.04;2020-08-06
21857;SO51624;2487.33;2020-01-24
17671;SO60110;565.47;2020-06-13
28699;SO67460;777.34;2020-09-30
12036;SO67968;39.98;2020-10-08
27838;SO71455;30.48;2020-11-24
14680;SO75088;113.96;2021-01-28
22913;SO48407;2181.5625;2019-05-30
24923;SO58249;1158.96;2020-05-19
21583;SO68532;1214.46;2020-10-16
12175;SO70981;35;2020-11-17
24829;SO52425;34.89;2020-02-08
13260;SO57535;2369.96;2020-05-06
14483;SO58097;39.98;2020-05-16
13025;SO47820;2071.4196;2019-04-11
19865;SO55677;1155.48;2020-04-04
18981;SO63711;78.98;2020-08-06
21304;SO58438;23.97;2020-05-22
14198;SO59660;2297.28;2020-06-07
29253;SO60265;63.47;2020-06-16
11011;SO54706;2438.06;2020-03-19
15441;SO55582;37.29;2020-04-03
12992;SO62289;7.28;2020-07-17
16587;SO65034;2398.97;2020-08-27
11974;SO69659;38.47;2020-10-30
11091;SO70264;34.89;2020-11-07
23992;SO49788;2443.35;2019-09-24
15043;SO50040;2071.4196;2019-10-12
18641;SO55806;1120.49;2020-04-06
28722;SO62724;119.98;2020-07-24
14234;SO66873;2366.46;2020-09-22
29266;SO55708;39.98;2020-04-05
12726;SO63528;98.96;2020-08-03
16464;SO65919;39.98;2020-09-07
25449;SO69651;608.96;2020-10-29
16347;SO73693;2340.23;2020-12-22
19212;SO51438;1174.48;2020-01-12
12323;SO58020;2344.26;2020-05-15
18201;SO68524;579.46;2020-10-16
11806;SO53115;42.28;2020-02-21
22863;SO56451;29.99;2020-04-19
20088;SO59673;4.99;2020-06-07
20801;SO60541;74.98;2020-06-20
11277;SO54443;88.97;2020-03-15
19389;SO58386;138.45;2020-05-21
11330;SO58556;71.58;2020-05-24
21490;SO71383;7.28;2020-11-23
27487;SO50774;782.99;2019-11-28
21254;SO52583;89.97;2020-02-11
20640;SO64423;2498.34;2020-08-17
16497;SO70958;2.29;2020-11-17
29100;SO71956;102.96;2020-11-29
25513;SO55072;7.28;2020-03-26
20438;SO56043;69.97;2020-04-11
19335;SO51334;1174.48;2020-01-06
24051;SO61966;1170.48;2020-07-11
12744;SO65359;71.97;2020-08-29
11262;SO66806;37.29;2020-09-21
20669;SO48481;2049.0982;2019-06-06
11652;SO73207;78.98;2020-12-16
24147;SO73459;38.98;2020-12-19
14251;SO70192;71.97;2020-11-06
16682;SO70379;29.99;2020-11-09
12075;SO46289;3578.27;2018-11-22
11964;SO45916;3399.99;2018-10-14
19571;SO54483;33.98;2020-03-16
25462;SO61792;1764.96;2020-07-09
28131;SO72712;2433.04;2020-12-09
12009;SO56788;2376.45;2020-04-25
13417;SO57354;2369.97;2020-05-02
22584;SO60921;33.98;2020-06-26
14938;SO67233;28.99;2020-09-28
16566;SO71705;2395.96;2020-11-28
11200;SO66215;63.97;2020-09-12
22549;SO53737;34.98;2020-03-02
28053;SO56235;68.97;2020-04-15
26498;SO60397;89.46;2020-06-18
24230;SO64530;13.98;2020-08-19
12271;SO47811;2071.4196;2019-04-11
22111;SO72116;1174.48;2020-12-01
19533;SO52924;1155.48;2020-02-17
25929;SO55983;27.28;2020-04-10
11287;SO57554;23.97;2020-05-06
23607;SO51456;2451.3;2020-01-14
16754;SO54581;756.33;2020-03-17
11269;SO66126;39.99;2020-09-10
13821;SO44134;3578.27;2018-03-01
20617;SO46541;3578.27;2018-12-20
21195;SO46806;2443.35;2019-01-13
11412;SO52409;2366.94;2020-02-08
11637;SO52448;37.29;2020-02-08
26647;SO72419;840.84;2020-12-05
23768;SO74270;29.48;2021-01-01
19958;SO45690;3578.27;2018-09-14
11979;SO57679;2461.55;2020-05-08
20609;SO61523;2539.42;2020-07-04
18214;SO44733;3578.27;2018-05-29
23081;SO63543;608.96;2020-08-03
28356;SO66524;59.98;2020-09-17
26236;SO74730;59.98;2021-01-16
11893;SO54365;2319.99;2020-03-13
28923;SO54472;2393.06;2020-03-15
23106;SO56365;1774.45;2020-04-17
11073;SO59841;64.97;2020-06-10
28567;SO69754;69.99;2020-10-31
28711;SO47764;2071.4196;2019-04-04
12330;SO49375;2071.4196;2019-08-20
27617;SO71679;2398.05;2020-11-27
12216;SO73332;2452.04;2020-12-17
27247;SO58203;68.97;2020-05-18
15504;SO58267;39.98;2020-05-19
23032;SO64513;548.98;2020-08-18
21867;SO66047;13.98;2020-09-09
11502;SO68104;7.28;2020-10-10
15752;SO71474;2337.27;2020-11-24
16471;SO72221;53.47;2020-12-03
17969;SO49680;2443.35;2019-09-11
13223;SO69126;56.97;2020-10-25
26926;SO72233;28.99;2020-12-03
20499;SO74572;54.98;2021-01-11
15170;SO50075;2071.4196;2019-10-15
14748;SO63316;124.99;2020-07-31
23960;SO64293;600.46;2020-08-15
13845;SO66952;2338.97;2020-09-24
27265;SO48446;782.99;2019-06-03
23420;SO49004;2443.35;2019-07-25
18569;SO52344;4.99;2020-02-06
24412;SO57551;38.88;2020-05-06
25209;SO62784;98.96;2020-07-25
25564;SO69297;553.97;2020-10-27
12965;SO52263;56.97;2020-02-04
11727;SO57465;2383.97;2020-05-04
19802;SO43835;3374.99;2018-01-27
15661;SO72245;790.31;2020-12-03
12797;SO60727;56.97;2020-06-23
21935;SO74288;39.47;2021-01-02
25922;SO46303;699.0982;2018-11-24
11203;SO55046;4.99;2020-03-26
25994;SO45373;3374.99;2018-08-05
25798;SO68205;2452.34;2020-10-12
13862;SO52921;804.48;2020-02-17
11439;SO54478;2344.96;2020-03-16
18272;SO44626;3578.27;2018-05-10
28858;SO59661;12.94;2020-06-07
12633;SO62203;36.27;2020-07-15
21294;SO56081;9.99;2020-04-12
14520;SO59687;804.48;2020-06-07
26440;SO71199;1174.48;2020-11-20
26377;SO72090;39.98;2020-12-01
26165;SO47738;782.99;2019-03-30
17326;SO69708;889.49;2020-10-30
19560;SO56265;2539.42;2020-04-15
26848;SO60516;607.96;2020-06-19
22055;SO52539;23.97;2020-02-10
11200;SO53089;29.48;2020-02-21
11208;SO53852;131.94;2020-03-04
29052;SO55464;38.98;2020-04-01
13682;SO60087;15.23;2020-06-13
20986;SO67769;7.28;2020-10-05
21307;SO55348;23.97;2020-03-30
24860;SO60261;2520.31;2020-06-16
13129;SO62077;2354.99;2020-07-13
23957;SO69285;38.98;2020-10-27
25974;SO44963;3399.99;2018-06-20
11965;SO52531;66.97;2020-02-10
18134;SO65149;2393.06;2020-08-28
18876;SO73151;2329.98;2020-12-15
25358;SO62301;27.28;2020-07-17
28125;SO72975;4.99;2020-12-13
11696;SO56997;2294.99;2020-04-29
22641;SO66635;588.96;2020-09-18
11723;SO65761;32.6;2020-09-05
11188;SO69830;74.98;2020-11-01
21466;SO51616;556.26;2020-01-23
13408;SO58772;2393.06;2020-05-27
23520;SO66937;548.98;2020-09-23
22298;SO62744;578.46;2020-07-24
14057;SO74848;49.99;2021-01-20
11629;SO45761;3578.27;2018-09-25
26743;SO49311;782.99;2019-08-13
19663;SO64916;69.99;2020-08-25
22190;SO68908;37.27;2020-10-22
14734;SO45383;699.0982;2018-08-06
11142;SO56610;28.99;2020-04-22
20222;SO73341;60.47;2020-12-18
13941;SO73463;74.98;2020-12-19
18727;SO73645;32.28;2020-12-22
13619;SO48961;2049.0982;2019-07-20
17562;SO60589;13.98;2020-06-21
26759;SO62236;123.98;2020-07-16
19204;SO68459;539.99;2020-10-15
18274;SO69091;21.98;2020-10-25
19609;SO45494;3578.27;2018-08-25
29401;SO51603;1223.84;2020-01-22
25788;SO52909;60.47;2020-02-17
11193;SO53325;35;2020-02-25
15981;SO57449;124.99;2020-05-04
15144;SO68011;2294.99;2020-10-08
16312;SO71307;63.97;2020-11-22
18134;SO47187;1000.4375;2019-02-12
26504;SO48570;1000.4375;2019-06-14
22887;SO56905;578.46;2020-04-27
18125;SO63361;2384.07;2020-07-31
18945;SO74116;78.98;2020-12-28
17074;SO51976;58.98;2020-01-30
23638;SO66976;29.99;2020-09-24
20223;SO74105;98.96;2020-12-28
24940;SO51891;34.89;2020-01-28
26078;SO53252;64.97;2020-02-24
28612;SO60047;8.99;2020-06-13
24616;SO63843;71.58;2020-08-08
18880;SO68360;69.99;2020-10-14
15453;SO45853;3578.27;2018-10-05
22431;SO53954;60.47;2020-03-06
20067;SO58410;1155.48;2020-05-21
13952;SO65753;49.99;2020-09-05
25833;SO67096;36.59;2020-09-26
22618;SO72507;1700.99;2020-12-06
18470;SO44880;3578.27;2018-06-10
16194;SO54953;49.48;2020-03-24
26508;SO57760;49.48;2020-05-10
25093;SO46815;2181.5625;2019-01-14
13403;SO58001;2396.96;2020-05-14
19098;SO61922;119.95;2020-07-11
16575;SO65623;2469.05;2020-09-02
19910;SO67910;2405.47;2020-10-07
16693;SO44033;3578.27;2018-02-21
19477;SO49920;1000.4375;2019-09-30
18113;SO70291;2391.96;2020-11-07
15181;SO50007;2071.4196;2019-10-09
28717;SO57194;29.48;2020-04-30
19197;SO60424;1249.84;2020-06-18
25888;SO63351;1248.83;2020-07-31
12623;SO67823;1251.12;2020-10-05
24097;SO74243;6.28;2020-12-31
13012;SO68681;2452.04;2020-10-18
20169;SO75020;78.96;2021-01-25
23466;SO52038;29.99;2020-01-31
17295;SO44196;3578.27;2018-03-14
21887;SO52218;39.99;2020-02-04
11003;SO57783;2420.34;2020-05-10
16568;SO52600;69.97;2020-02-11
12430;SO56507;78.98;2020-04-20
28506;SO46789;2049.0982;2019-01-11
13990;SO46828;1000.4375;2019-01-16
14047;SO51377;1249.84;2020-01-09
11112;SO55860;2500.97;2020-04-07
16524;SO56907;1155.48;2020-04-28
28254;SO60592;166.28;2020-06-21
11747;SO63769;53.99;2020-08-07
16688;SO44059;3578.27;2018-02-26
19563;SO57229;1754.98;2020-04-30
11262;SO72201;35.72;2020-12-03
26734;SO48900;2049.0982;2019-07-12
23944;SO55549;1155.48;2020-04-02
28219;SO71431;39.98;2020-11-24
24759;SO72172;791.32;2020-12-02
17694;SO56456;4.99;2020-04-19
13179;SO64631;29.99;2020-08-20
15480;SO64654;2294.99;2020-08-20
25158;SO65693;71.58;2020-09-04
11423;SO68805;2393.06;2020-10-20
16059;SO54628;146.97;2020-03-18
24723;SO56649;1793.47;2020-04-23
28873;SO74881;39.98;2021-01-21
28202;SO51213;2419.06;2019-12-30
12336;SO53224;28.99;2020-02-23
13977;SO60733;2345.22;2020-06-23
12683;SO66828;2413.06;2020-09-21
11684;SO72898;39.99;2020-12-12
21186;SO56800;35;2020-04-26
14841;SO65587;85.48;2020-09-02
27244;SO73962;36.27;2020-12-26
15374;SO48140;782.99;2019-05-08
27407;SO68727;2419.06;2020-10-19
11033;SO43998;3374.99;2018-02-15
19867;SO57008;1155.48;2020-04-29
11717;SO58597;53.99;2020-05-25
17338;SO64746;14.98;2020-08-22
18929;SO45195;3578.27;2018-07-20
28104;SO71964;7.28;2020-11-29
20861;SO49783;782.99;2019-09-24
26349;SO55518;27.28;2020-04-02
18187;SO59364;44.91;2020-06-03
19962;SO62403;30.48;2020-07-19
16614;SO70947;32.28;2020-11-17
16309;SO48118;2181.5625;2019-05-05
20171;SO57591;1155.48;2020-05-06
20629;SO63348;2482.23;2020-07-31
